CITY,STATE,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,QUANTITYORDERED_is_outlier,PRICEEACH_is_outlier,SALES_is_outlier,MSRP_is_outlier,QUANTITYORDERED_capped,PRICEEACH_capped,SALES_capped,MSRP_capped
Pasadena,CA,10367,32,94.79,7,3033.28,Resolved,1,1,2005,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,NOT PROVIDED,90003,USA,NA,Young,Julie,Medium,false,false,false,false,32.0,94.79,3033.28,168.0
Madrid,Madrid,10380,21,47.18,8,990.78,Shipped,1,2,2005,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,21.0,47.18,990.78,168.0
San Rafael,CA,10390,26,78.11,7,2030.86,Shipped,1,3,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,26.0,78.11,2030.86,168.0
San Rafael,CA,10421,35,100.0,1,5433.75,In Process,2,5,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,35.0,100.0,5433.75,168.0
Philadelphia,PA,10109,26,100.0,1,3157.44,Shipped,1,3,2003,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,NOT PROVIDED,71270,USA,NA,Hernandez,Rosa,Medium,false,false,false,false,26.0,100.0,3157.44,132.0
Nantes,Nantes,10123,46,100.0,3,5161.2,Shipped,2,5,2003,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",NOT PROVIDED,44000,France,EMEA,Schmitt,Carine,Medium,false,false,false,false,46.0,100.0,5161.2,132.0
Reims,Reims,10137,37,100.0,3,4346.76,Shipped,3,7,2003,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,NOT PROVIDED,51100,France,EMEA,Henriot,Paul,Medium,false,false,false,false,37.0,100.0,4346.76,132.0
North Sydney,NSW,10148,27,100.0,10,3528.36,Shipped,3,9,2003,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Medium,false,false,false,false,27.0,100.0,3528.36,132.0
Aaarhus,Aaarhus,10161,23,100.0,9,3187.8,Shipped,4,10,2003,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,NOT PROVIDED,8200,Denmark,EMEA,Ibsen,Palle,Medium,false,false,false,false,23.0,100.0,3187.8,132.0
Bridgewater,CT,10172,39,100.0,7,6023.16,Shipped,4,11,2003,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,NOT PROVIDED,97562,USA,NA,King,Julie,Medium,false,false,false,false,39.0,100.0,6023.16,132.0
Bergen,Bergen,10181,27,100.0,3,3884.76,Shipped,4,11,2003,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",NOT PROVIDED,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,false,false,false,false,27.0,100.0,3884.76,132.0
Nashua,NH,10192,38,100.0,8,4965.84,Shipped,4,11,2003,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Medium,false,false,false,false,38.0,100.0,4965.84,132.0
NYC,NY,10204,27,100.0,14,4169.88,Shipped,4,12,2003,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Medium,false,false,false,false,27.0,100.0,4169.88,132.0
Madrid,Madrid,10212,40,100.0,7,4910.4,Shipped,1,1,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,40.0,100.0,4910.4,132.0
San Diego,CA,10226,24,100.0,5,3231.36,Shipped,1,2,2004,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Medium,false,false,false,false,24.0,100.0,3231.36,132.0
Strasbourg,Strasbourg,10241,44,100.0,12,6853.44,Shipped,2,4,2004,Classic Cars,132,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",NOT PROVIDED,67000,France,EMEA,Citeaux,Frederique,Medium,false,false,false,false,44.0,100.0,6853.44,132.0
Liverpool,Liverpool,10253,37,100.0,2,5177.04,Cancelled,2,6,2004,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,false,false,false,false,37.0,100.0,5177.04,132.0
Reggio Emilia,Reggio Emilia,10266,20,100.0,3,2824.8,Shipped,3,7,2004,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,NOT PROVIDED,42100,Italy,EMEA,Moroni,Maurizio,Small,false,false,false,false,20.0,100.0,2824.8,132.0
Las Vegas,NV,10278,39,100.0,3,4324.32,Shipped,3,8,2004,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Medium,false,false,false,false,39.0,100.0,4324.32,132.0
Gensve,Gensve,10287,44,100.0,1,5052.96,Shipped,3,8,2004,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,NOT PROVIDED,1203,Switzerland,EMEA,Holz,Michael,Medium,false,false,false,false,44.0,100.0,5052.96,132.0
Oslo,Oslo,10301,22,100.0,5,3223.44,Shipped,4,10,2003,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",NOT PROVIDED,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,false,false,false,false,22.0,100.0,3223.44,132.0
Madrid,Madrid,10311,43,100.0,10,5278.68,Shipped,4,10,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,43.0,100.0,5278.68,132.0
New Bedford,MA,10321,27,100.0,7,2851.2,Shipped,4,11,2004,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,NOT PROVIDED,50553,USA,NA,Benitez,Violeta,Small,false,false,false,false,27.0,100.0,2851.2,132.0
Philadelphia,PA,10331,26,64.9,10,1687.4,Shipped,4,11,2004,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,NOT PROVIDED,71270,USA,NA,Hernandez,Rosa,Small,false,false,false,false,26.0,64.9,1687.4,132.0
Reims,Reims,10343,25,52.32,3,1308.0,Shipped,4,11,2004,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,NOT PROVIDED,51100,France,EMEA,Henriot,Paul,Small,false,false,false,false,25.0,52.32,1308.0,132.0
Charleroi,Charleroi,10366,49,100.0,2,6144.6,Shipped,1,1,2005,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",NOT PROVIDED,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,false,false,false,false,49.0,100.0,6144.6,132.0
Madrid,Madrid,10379,29,100.0,5,5127.2,Shipped,1,2,2005,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,29.0,100.0,5127.2,132.0
San Jose,CA,10407,41,100.0,12,6386.16,On Hold,2,4,2005,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Medium,false,false,false,false,41.0,100.0,6386.16,132.0
Salzburg,Salzburg,10419,55,100.0,2,7695.6,Shipped,2,5,2005,Classic Cars,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Large,false,false,false,false,55.0,100.0,7695.6,132.0
Stavern,Stavern,10103,27,83.07,12,2242.89,Shipped,1,1,2003,Vintage Cars,101,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,NOT PROVIDED,4110,Norway,EMEA,Bergulfsen,Jonas,Small,false,false,false,false,27.0,83.07,2242.89,101.0
Lule,Lule,10112,23,100.0,2,2539.89,Shipped,1,3,2003,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,NOT PROVIDED,S-958 22,Sweden,EMEA,Berglund,Christina,Small,false,false,false,false,23.0,100.0,2539.89,101.0
Madrid,Madrid,10126,31,90.17,12,2795.27,Shipped,2,5,2003,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",NOT PROVIDED,28023,Spain,EMEA,Sommer,Mart�n,Small,false,false,false,false,31.0,90.17,2795.27,101.0
Chatswood,NSW,10139,46,100.0,1,5545.76,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Medium,false,false,false,false,46.0,100.0,5545.76,101.0
Singapore,Singapore,10150,47,91.18,9,4285.46,Shipped,3,9,2003,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",NOT PROVIDED,79903,Singapore,Japan,Natividad,Eric,Medium,false,false,false,false,47.0,91.18,4285.46,101.0
NYC,NY,10163,31,100.0,2,3329.09,Shipped,4,10,2003,Vintage Cars,101,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,10022,USA,NA,Hernandez,Maria,Medium,false,false,false,false,31.0,100.0,3329.09,101.0
South Brisbane,Queensland,10174,46,100.0,5,5592.22,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,NOT PROVIDED,4101,Australia,APAC,Calaghan,Tony,Medium,false,false,false,false,46.0,100.0,5592.22,101.0
Philadelphia,PA,10183,37,89.15,9,3298.55,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,NOT PROVIDED,71270,USA,NA,Cervantes,Francisca,Medium,false,false,false,false,37.0,89.15,3298.55,101.0
Glen Waverly,Victoria,10193,28,93.21,1,2609.88,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,NOT PROVIDED,3150,Australia,APAC,Connery,Sean,Small,false,false,false,false,28.0,93.21,2609.88,101.0
Vancouver,BC,10206,37,90.17,7,3336.29,Shipped,4,12,2003,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,NOT PROVIDED,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,false,false,false,false,37.0,90.17,3336.29,101.0
Burbank,CA,10215,49,100.0,4,5510.05,Shipped,1,1,2004,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,NOT PROVIDED,94019,USA,NA,Thompson,Steve,Medium,false,false,false,false,49.0,100.0,5510.05,101.0
Cambridge,MA,10228,24,100.0,3,2504.4,Shipped,1,3,2004,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,NOT PROVIDED,51247,USA,NA,Tseng,Kyung,Small,false,false,false,false,24.0,100.0,2504.4,101.0
Madrid,Madrid,10244,30,100.0,1,3525.6,Shipped,2,4,2004,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,30.0,100.0,3525.6,101.0
San Jose,CA,10257,50,88.14,1,4407.0,Shipped,2,6,2004,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Medium,false,false,false,false,50.0,88.14,4407.0,101.0
Chatswood,NSW,10270,31,96.24,10,2983.44,Shipped,3,7,2004,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Small,false,false,false,false,31.0,96.24,2983.44,101.0
Torino,Torino,10280,46,100.0,3,5126.24,Shipped,3,8,2004,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,NOT PROVIDED,10100,Italy,EMEA,Accorti,Paolo,Medium,false,false,false,false,46.0,100.0,5126.24,101.0
Boras,Boras,10291,47,100.0,12,5713.79,Shipped,3,9,2004,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,false,false,false,false,47.0,100.0,5713.79,101.0
Versailles,Versailles,10304,46,100.0,7,4613.8,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",NOT PROVIDED,78000,France,EMEA,Tonini,Daniel,Medium,false,false,false,false,46.0,100.0,4613.8,101.0
San Rafael,CA,10312,37,100.0,4,3711.1,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,37.0,100.0,3711.1,101.0
Nashua,NH,10322,33,100.0,12,3524.73,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Medium,false,false,false,false,33.0,100.0,3524.73,101.0
San Francisco,CA,10333,31,90.17,5,2795.27,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Mini Wheels Co.,6505555787,5557 North Pendale Street,NOT PROVIDED,CA00000,USA,NA,Murphy,Julie,Small,false,false,false,false,31.0,90.17,2795.27,101.0
Melbourne,Victoria,10347,48,100.0,9,4814.4,Shipped,4,11,2004,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,3004,Australia,APAC,Ferguson,Peter,Medium,false,false,false,false,48.0,100.0,4814.4,101.0
San Rafael,CA,10357,41,87.13,6,3572.33,Shipped,4,12,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,41.0,87.13,3572.33,101.0
Brickhaven,MA,10369,42,100.0,1,4581.36,Shipped,1,1,2005,Vintage Cars,101,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,NOT PROVIDED,58339,USA,NA,Nelson,Allen,Medium,false,false,false,false,42.0,100.0,4581.36,101.0
San Francisco,CA,10381,41,100.0,8,4319.76,Shipped,1,2,2005,Vintage Cars,101,S18_2949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Medium,false,false,false,false,41.0,100.0,4319.76,101.0
North Sydney,NSW,10391,32,45.25,6,1448.0,Shipped,1,3,2005,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Small,false,false,false,false,32.0,45.25,1448.0,101.0
Bruxelles,Bruxelles,10423,10,88.14,1,881.4,In Process,2,5,2005,Vintage Cars,101,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Small,false,false,false,false,10.0,88.14,881.4,101.0
Stavern,Stavern,10103,35,57.46,14,2011.1,Shipped,1,1,2003,Vintage Cars,62,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,NOT PROVIDED,4110,Norway,EMEA,Bergulfsen,Jonas,Small,false,false,false,false,35.0,57.46,2011.1,62.0
San Francisco,CA,10111,28,64.33,2,1801.24,Shipped,1,3,2003,Vintage Cars,62,S18_2957,Mini Wheels Co.,6505555787,5557 North Pendale Street,NOT PROVIDED,CA00000,USA,NA,Murphy,Julie,Small,false,false,false,false,28.0,64.33,1801.24,62.0
Madrid,Madrid,10126,46,73.7,14,3390.2,Shipped,2,5,2003,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",NOT PROVIDED,28023,Spain,EMEA,Sommer,Mart�n,Medium,false,false,false,false,46.0,73.7,3390.2,62.0
Chatswood,NSW,10139,20,71.2,3,1424.0,Shipped,3,7,2003,Vintage Cars,62,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Small,false,false,false,false,20.0,71.2,1424.0,62.0
Singapore,Singapore,10150,30,49.97,11,1499.1,Shipped,3,9,2003,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",NOT PROVIDED,79903,Singapore,Japan,Natividad,Eric,Small,false,false,false,false,30.0,49.97,1499.1,62.0
NYC,NY,10163,48,69.96,4,3358.08,Shipped,4,10,2003,Vintage Cars,62,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,10022,USA,NA,Hernandez,Maria,Medium,false,false,false,false,48.0,69.96,3358.08,62.0
Bergamo,Bergamo,10173,28,53.72,2,1504.16,Shipped,4,11,2003,Vintage Cars,62,S18_2957,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Small,false,false,false,false,28.0,53.72,1504.16,62.0
Philadelphia,PA,10183,39,68.08,11,2655.12,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",2155554695,782 First Street,NOT PROVIDED,71270,USA,NA,Cervantes,Francisca,Small,false,false,false,false,39.0,68.08,2655.12,62.0
Glen Waverly,Victoria,10193,24,51.84,3,1244.16,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,NOT PROVIDED,3150,Australia,APAC,Connery,Sean,Small,false,false,false,false,24.0,51.84,1244.16,62.0
Vancouver,BC,10206,28,67.46,9,1888.88,Shipped,4,12,2003,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,NOT PROVIDED,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,false,false,false,false,28.0,67.46,1888.88,62.0
Burbank,CA,10215,31,58.71,6,1820.01,Shipped,1,1,2004,Vintage Cars,62,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,NOT PROVIDED,94019,USA,NA,Thompson,Steve,Small,false,false,false,false,31.0,58.71,1820.01,62.0
Cambridge,MA,10228,45,63.71,5,2866.95,Shipped,1,3,2004,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,6175555555,4658 Baden Av.,NOT PROVIDED,51247,USA,NA,Tseng,Kyung,Small,false,false,false,false,45.0,63.71,2866.95,62.0
Madrid,Madrid,10244,24,58.09,3,1394.16,Shipped,2,4,2004,Vintage Cars,62,S18_2957,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,24.0,58.09,1394.16,62.0
San Jose,CA,10257,49,53.72,3,2632.28,Shipped,2,6,2004,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Small,false,false,false,false,49.0,53.72,2632.28,62.0
Salzburg,Salzburg,10269,32,63.08,1,2018.56,Shipped,3,7,2004,Vintage Cars,62,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,32.0,63.08,2018.56,62.0
Torino,Torino,10280,43,68.71,5,2954.53,Shipped,3,8,2004,Vintage Cars,62,S18_2957,Amica Models & Co.,011-4988555,Via Monte Bianco 34,NOT PROVIDED,10100,Italy,EMEA,Accorti,Paolo,Small,false,false,false,false,43.0,68.71,2954.53,62.0
Boras,Boras,10291,37,50.59,14,1871.83,Shipped,3,9,2004,Vintage Cars,62,S18_2957,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Small,false,false,false,false,37.0,50.59,1871.83,62.0
Versailles,Versailles,10304,24,64.96,9,1559.04,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",NOT PROVIDED,78000,France,EMEA,Tonini,Daniel,Small,false,false,false,false,24.0,64.96,1559.04,62.0
San Rafael,CA,10312,35,53.72,6,1880.2,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,35.0,53.72,1880.2,62.0
Nashua,NH,10322,41,29.87,13,1224.67,Shipped,4,11,2004,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Small,false,false,false,false,41.0,29.87,1224.67,62.0
Manchester,Manchester,10332,26,100.0,17,2979.08,Shipped,4,11,2004,Vintage Cars,62,S18_2957,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,false,false,false,false,26.0,100.0,2979.08,62.0
Melbourne,Victoria,10347,34,64.96,10,2208.64,Shipped,4,11,2004,Vintage Cars,62,S18_2957,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,3004,Australia,APAC,Ferguson,Peter,Small,false,false,false,false,34.0,64.96,2208.64,62.0
San Rafael,CA,10357,49,70.58,5,3458.42,Shipped,4,12,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,49.0,70.58,3458.42,62.0
Brickhaven,MA,10369,28,44.21,6,1237.88,Shipped,1,1,2005,Vintage Cars,62,S18_2957,Collectables For Less Inc.,6175558555,7825 Douglas Av.,NOT PROVIDED,58339,USA,NA,Nelson,Allen,Small,false,false,false,false,28.0,44.21,1237.88,62.0
San Francisco,CA,10381,40,68.08,4,2723.2,Shipped,1,2,2005,Vintage Cars,62,S18_2957,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Small,false,false,false,false,40.0,68.08,2723.2,62.0
Graz,Graz,10392,37,59.96,3,2218.52,Shipped,1,3,2005,Vintage Cars,62,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6,NOT PROVIDED,8010,Austria,EMEA,Mendel,Roland,Small,false,false,false,false,37.0,59.96,2218.52,62.0
Bruxelles,Bruxelles,10423,31,53.72,3,1665.32,In Process,2,5,2005,Vintage Cars,62,S18_2957,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Small,false,false,false,false,31.0,53.72,1665.32,62.0
Bergamo,Bergamo,10106,41,83.44,18,3421.04,Shipped,1,2,2003,Ships,86,S18_3029,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Medium,false,false,false,false,41.0,83.44,3421.04,86.0
Salzburg,Salzburg,10119,21,89.46,9,1878.66,Shipped,2,4,2003,Ships,86,S18_3029,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,21.0,89.46,1878.66,86.0
Brickhaven,MA,10130,40,96.34,2,3853.6,Shipped,2,6,2003,Ships,86,S18_3029,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,NOT PROVIDED,58339,USA,NA,Taylor,Leslie,Medium,false,false,false,false,40.0,96.34,3853.6,86.0
New Bedford,MA,10143,46,74.84,13,3442.64,Shipped,3,8,2003,Ships,86,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Medium,false,false,false,false,46.0,74.84,3442.64,86.0
Helsinki,Helsinki,10155,44,79.14,11,3482.16,Shipped,4,10,2003,Ships,86,S18_3029,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Medium,false,false,false,false,44.0,79.14,3482.16,86.0
Boras,Boras,10167,46,73.12,7,3363.52,Cancelled,4,10,2003,Ships,86,S18_3029,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,false,false,false,false,46.0,73.12,3363.52,86.0
Toulouse,Toulouse,10178,41,81.72,10,3350.52,Shipped,4,11,2003,Ships,86,S18_3029,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,NOT PROVIDED,31000,France,EMEA,Roulet,Annette,Medium,false,false,false,false,41.0,81.72,3350.52,86.0
London,London,10186,32,89.46,7,2862.72,Shipped,4,11,2003,Ships,86,S18_3029,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,NOT PROVIDED,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,false,false,false,false,32.0,89.46,2862.72,86.0
Barcelona,Barcelona,10197,46,87.74,4,4036.04,Shipped,4,11,2003,Ships,86,S18_3029,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Medium,false,false,false,false,46.0,87.74,4036.04,86.0
Los Angeles,CA,10209,28,100.0,6,2817.92,Shipped,1,1,2004,Ships,86,S18_3029,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,NOT PROVIDED,CA00000,USA,NA,Chandler,Michael,Small,false,false,false,false,28.0,100.0,2817.92,86.0
San Diego,CA,10222,49,94.62,10,4636.38,Shipped,1,2,2004,Ships,86,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Medium,false,false,false,false,49.0,94.62,4636.38,86.0
NYC,NY,10248,21,73.98,1,1553.58,Cancelled,2,5,2004,Ships,86,S18_3029,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Small,false,false,false,false,21.0,73.98,1553.58,86.0
